subscription_id,customer_id,plan_type,monthly_fee,start_date,end_date,status
491,1005,Premium,699,2022-09-25,2023-07-29,Active
492,1761,Premium,699,2023-07-14,2023-08-22,Cancelled
493,65,Standard,499,2024-06-20,2024-09-18,Active
494,645,Standard,499,2023-03-30,2023-12-20,Active
495,363,Premium,699,2023-11-07,2024-05-10,Cancelled
496,337,Standard,499,2023-03-18,2023-06-24,Active
497,797,Standard,499,2024-02-22,2024-05-18,Active
498,1005,Premium,699,2023-07-22,2024-05-23,Active
499,975,Premium,699,2024-05-24,2024-09-11,Active
500,802,Standard,499,2023-05-22,2024-04-18,Cancelled
501,1264,Premium,699,2022-12-28,2023-06-21,Active
502,58,Premium,699,2022-02-16,2022-05-22,Cancelled
503,715,Premium,699,2023-08-21,2023-10-03,Cancelled
504,1281,Standard,499,2023-01-25,2023-04-14,Active
505,732,Standard,499,2022-12-26,2023-02-22,Active
506,508,Basic,299,2023-10-26,2024-05-02,Active
507,1865,Premium,699,2022-03-09,2022-09-11,Active
508,348,Basic,299,2023-07-06,2024-01-18,Active
509,1348,Standard,499,2023-08-05,2024-05-24,Cancelled
510,547,Basic,299,2023-12-14,2024-09-09,Active
511,649,Standard,499,2023-08-08,2024-03-24,Active
512,201,Standard,499,2022-04-13,2022-08-26,Active
513,1030,Premium,699,2022-12-14,2023-04-08,Active
514,745,Standard,499,2022-07-26,2023-05-06,Active
515,1995,Basic,299,2024-05-10,2025-03-10,Active
516,544,Basic,299,2022-11-01,2023-09-20,Active
517,463,Premium,699,2024-01-31,2024-04-17,Cancelled
518,1185,Basic,299,2023-08-30,2024-03-19,Active
519,1161,Premium,699,2023-05-02,2024-01-05,Active
520,1630,Basic,299,2023-10-30,2024-05-01,Active
521,615,Standard,499,2023-11-11,2024-09-12,Active
522,849,Standard,499,2022-09-15,2023-08-30,Active
523,1376,Premium,699,2022-07-04,2022-08-12,Active
524,1058,Basic,299,2023-08-14,2024-05-25,Active
525,1971,Premium,699,2024-08-18,2025-05-14,Active
526,1307,Premium,699,2024-04-08,2025-03-18,Cancelled
527,1858,Standard,499,2024-08-15,2025-06-30,Cancelled
528,123,Premium,699,2022-07-25,2023-02-26,Active
529,493,Basic,299,2024-02-04,2024-08-05,Cancelled
530,841,Standard,499,2024-05-30,2024-07-31,Active
531,1733,Standard,499,2022-10-01,2023-03-26,Active
532,526,Premium,699,2023-09-08,2024-02-05,Active
533,233,Basic,299,2022-07-16,2022-08-29,Active
534,1695,Standard,499,2023-04-21,2024-01-24,Active
535,894,Standard,499,2023-10-25,2023-12-12,Active
536,559,Basic,299,2022-01-30,2022-07-11,Cancelled
537,569,Premium,699,2023-07-18,2023-11-15,Active
538,87,Premium,699,2023-05-13,2023-06-22,Active
539,1837,Basic,299,2022-11-18,2023-10-22,Active
540,131,Standard,499,2024-07-07,2025-02-08,Active
541,1814,Basic,299,2023-02-11,2023-05-23,Active
542,1170,Premium,699,2023-05-28,2023-08-27,Active
543,1698,Premium,699,2024-08-30,2025-06-24,Active
544,1812,Basic,299,2022-09-01,2023-08-04,Active
545,1653,Standard,499,2022-12-04,2023-10-29,Cancelled
546,1651,Premium,699,2024-02-01,2024-06-30,Cancelled
547,447,Basic,299,2022-04-20,2022-08-17,Active
548,563,Standard,499,2023-02-23,2023-08-02,Cancelled
549,115,Standard,499,2023-07-01,2024-02-07,Active
550,232,Standard,499,2023-07-13,2024-03-15,Active
551,505,Standard,499,2024-06-19,2024-10-01,Active
552,1466,Standard,499,2024-04-21,2024-10-25,Active
553,1981,Premium,699,2022-02-05,2022-04-03,Active
554,1616,Premium,699,2022-09-03,2023-02-09,Active
555,634,Premium,699,2024-09-08,2025-04-11,Cancelled
556,1404,Basic,299,2023-07-02,2023-11-30,Cancelled
557,796,Basic,299,2024-07-20,2025-03-08,Cancelled
558,1880,Standard,499,2022-11-05,2023-01-20,Cancelled
559,1550,Basic,299,2022-11-01,2023-03-18,Cancelled
560,329,Standard,499,2023-10-09,2024-04-18,Cancelled
561,1571,Premium,699,2023-02-21,2023-04-09,Active
562,165,Standard,499,2023-04-28,2023-12-25,Cancelled
563,682,Premium,699,2023-03-09,2023-05-29,Cancelled
564,1431,Standard,499,2023-06-03,2023-08-05,Active
565,1234,Premium,699,2024-04-12,2025-02-16,Cancelled
566,929,Premium,699,2022-01-29,2022-03-26,Active
567,377,Premium,699,2023-03-31,2024-03-23,Active
568,821,Basic,299,2023-10-06,2024-04-09,Active
569,169,Basic,299,2022-06-11,2022-11-15,Active
570,1986,Premium,699,2024-02-21,2024-05-27,Cancelled
571,1405,Standard,499,2024-03-22,2024-10-01,Active
572,1789,Premium,699,2022-05-17,2022-10-27,Active
573,1215,Standard,499,2024-03-29,2024-09-19,Active
574,849,Standard,499,2022-07-06,2023-02-22,Cancelled
575,1935,Premium,699,2022-08-18,2022-09-27,Cancelled
576,1891,Premium,699,2023-10-25,2024-10-02,Active
577,1858,Basic,299,2024-09-24,2025-06-17,Active
578,1437,Basic,299,2022-02-20,2022-10-13,Active
579,1230,Standard,499,2022-06-02,2022-08-16,Cancelled
580,349,Premium,699,2022-05-01,2022-06-07,Cancelled
581,892,Standard,499,2024-04-27,2025-02-04,Active
582,1462,Basic,299,2022-07-15,2022-12-28,Active
583,1013,Standard,499,2022-05-14,2023-01-19,Cancelled
584,1229,Basic,299,2024-04-23,2024-10-14,Cancelled
585,388,Standard,499,2022-07-04,2023-02-28,Cancelled
586,59,Standard,499,2024-09-26,2025-03-09,Active
587,924,Basic,299,2023-01-14,2023-12-08,Active
588,939,Basic,299,2022-01-11,2022-10-08,Active
589,663,Premium,699,2023-02-12,2023-06-30,Cancelled
590,1451,Standard,499,2024-01-24,2024-12-24,Active
591,196,Premium,699,2022-03-02,2022-04-27,Active
592,481,Standard,499,2024-07-19,2025-02-15,Cancelled
593,1924,Premium,699,2024-09-17,2025-08-19,Cancelled
594,1659,Basic,299,2022-01-06,2022-06-14,Active
595,781,Standard,499,2024-09-27,2025-05-17,Active
596,271,Premium,699,2022-02-12,2023-01-05,Active
597,348,Premium,699,2023-05-20,2023-12-09,Cancelled
598,271,Basic,299,2022-11-21,2023-09-18,Active
599,534,Basic,299,2022-11-17,2023-01-08,Cancelled
600,1023,Standard,499,2024-02-05,2024-09-06,Cancelled
601,580,Standard,499,2023-09-20,2024-03-03,Active
602,893,Basic,299,2022-11-20,2023-08-28,Cancelled
603,310,Premium,699,2024-05-23,2025-05-13,Cancelled
604,109,Basic,299,2022-06-02,2022-07-29,Active
605,74,Standard,499,2022-09-24,2023-01-15,Cancelled
606,894,Basic,299,2024-07-05,2025-04-14,Active
607,731,Premium,699,2023-07-29,2024-05-02,Active
608,231,Premium,699,2024-06-06,2024-09-19,Active
609,192,Basic,299,2024-06-08,2024-11-30,Active
610,345,Premium,699,2023-06-05,2023-11-21,Active
611,1359,Premium,699,2022-08-06,2023-06-30,Cancelled
612,9,Premium,699,2024-02-25,2025-01-12,Active
613,1886,Basic,299,2022-09-10,2023-06-22,Active
614,1818,Standard,499,2022-01-27,2022-07-21,Active
615,1394,Basic,299,2023-02-08,2023-09-17,Active
616,1949,Basic,299,2024-05-07,2024-11-18,Active
617,167,Standard,499,2024-04-30,2025-01-30,Active
618,1957,Standard,499,2023-09-01,2023-10-03,Active
619,90,Premium,699,2023-09-30,2024-06-17,Active
620,1499,Premium,699,2024-07-17,2025-06-03,Active
621,1768,Basic,299,2024-03-31,2025-03-25,Active
622,1635,Basic,299,2024-02-01,2024-04-07,Active
623,1234,Standard,499,2022-04-05,2022-11-25,Active
624,492,Standard,499,2022-04-02,2022-05-12,Cancelled
625,334,Standard,499,2024-03-09,2024-10-31,Active
626,1542,Premium,699,2022-06-07,2022-09-06,Active
627,1641,Standard,499,2024-01-24,2024-07-30,Cancelled
628,1236,Basic,299,2023-01-03,2023-03-23,Cancelled
629,1050,Basic,299,2023-05-17,2024-01-30,Cancelled
630,976,Standard,499,2023-07-31,2024-07-02,Active
631,1550,Standard,499,2024-04-10,2024-11-14,Active
632,890,Premium,699,2023-03-13,2023-05-29,Active
633,700,Standard,499,2023-11-24,2024-04-16,Active
634,1462,Basic,299,2024-08-11,2025-05-21,Active
635,1326,Premium,699,2022-03-27,2022-09-21,Active
636,163,Standard,499,2022-11-04,2023-02-18,Cancelled
637,1402,Standard,499,2024-05-11,2024-10-15,Active
638,606,Premium,699,2022-02-18,2022-12-27,Active
639,93,Premium,699,2022-04-21,2023-02-06,Active
640,194,Standard,499,2023-11-08,2024-09-24,Cancelled
641,728,Standard,499,2023-08-23,2023-11-02,Cancelled
642,34,Basic,299,2024-01-29,2024-10-21,Active
643,374,Standard,499,2022-02-16,2022-04-29,Active
644,1443,Standard,499,2022-11-18,2023-10-14,Cancelled
645,1552,Premium,699,2023-04-06,2024-03-20,Cancelled
646,700,Basic,299,2022-08-05,2022-12-07,Active
647,1238,Standard,499,2024-06-11,2024-09-03,Active
648,37,Basic,299,2023-02-09,2023-05-09,Active
649,1344,Standard,499,2023-04-17,2023-12-10,Cancelled
650,1978,Premium,699,2023-09-09,2024-06-14,Active
651,1666,Premium,699,2023-01-05,2023-08-25,Cancelled
652,180,Basic,299,2022-05-19,2022-06-25,Active
653,1672,Basic,299,2023-12-14,2024-04-18,Cancelled
654,429,Standard,499,2023-10-27,2024-02-08,Active
655,893,Premium,699,2024-05-28,2025-03-29,Active
656,617,Standard,499,2022-06-01,2023-02-28,Active
657,239,Basic,299,2024-07-13,2024-10-29,Cancelled
658,912,Standard,499,2023-04-28,2023-06-07,Cancelled
659,1199,Basic,299,2022-07-26,2023-01-22,Active
660,1708,Standard,499,2022-02-22,2022-09-10,Active
661,1292,Premium,699,2023-03-19,2023-11-16,Cancelled
662,1510,Premium,699,2023-09-03,2024-07-12,Cancelled
663,76,Standard,499,2023-02-14,2023-11-19,Active
664,1485,Premium,699,2024-08-15,2025-05-21,Active
665,125,Premium,699,2022-01-20,2022-09-23,Active
666,1134,Basic,299,2022-10-02,2023-09-28,Active
667,970,Basic,299,2023-05-22,2024-05-04,Cancelled
668,711,Standard,499,2023-12-16,2024-08-25,Active
669,590,Premium,699,2022-07-16,2023-04-12,Active
670,476,Premium,699,2022-08-13,2023-07-09,Cancelled
671,695,Premium,699,2024-05-23,2025-02-16,Active
672,601,Premium,699,2023-12-30,2024-08-15,Cancelled
673,1707,Premium,699,2023-10-31,2024-06-01,Cancelled
674,1638,Basic,299,2023-09-29,2024-02-12,Active
675,1535,Basic,299,2023-11-15,2024-08-18,Active
676,409,Basic,299,2023-09-13,2024-06-20,Active
677,852,Standard,499,2022-11-07,2023-04-06,Active
678,97,Basic,299,2023-01-03,2023-06-15,Active
679,325,Basic,299,2024-04-27,2025-02-08,Active
680,131,Standard,499,2023-03-17,2023-06-13,Active
681,248,Premium,699,2022-08-18,2023-05-24,Active
682,697,Standard,499,2024-02-27,2024-04-20,Cancelled
683,1141,Standard,499,2024-07-06,2024-10-21,Cancelled
684,1790,Premium,699,2023-09-11,2023-12-03,Cancelled
685,1898,Standard,499,2024-03-29,2024-12-18,Cancelled
686,1548,Basic,299,2024-09-25,2024-12-18,Cancelled
687,1249,Basic,299,2024-04-23,2025-03-06,Active
688,216,Basic,299,2023-10-08,2024-01-06,Cancelled
689,1866,Standard,499,2022-06-10,2022-12-06,Cancelled
690,1561,Premium,699,2023-05-26,2023-08-14,Active
691,745,Standard,499,2024-04-18,2024-07-27,Active
692,414,Standard,499,2024-09-19,2025-05-19,Cancelled
693,14,Basic,299,2024-05-04,2025-01-31,Active
694,1035,Basic,299,2022-03-29,2022-09-11,Active
695,1546,Standard,499,2023-01-05,2023-12-23,Active
696,311,Premium,699,2023-03-08,2023-08-01,Active
697,879,Standard,499,2024-07-29,2025-03-25,Cancelled
698,1950,Premium,699,2024-03-24,2024-10-25,Cancelled
699,907,Basic,299,2024-02-28,2024-04-03,Cancelled
700,1060,Basic,299,2022-03-28,2022-10-17,Active
701,1582,Basic,299,2023-03-21,2023-05-21,Active
702,76,Premium,699,2024-08-02,2025-07-26,Active
703,1177,Basic,299,2023-10-09,2024-07-31,Cancelled
704,859,Standard,499,2024-06-26,2025-05-05,Cancelled
705,1478,Premium,699,2022-11-18,2023-06-12,Active
706,573,Premium,699,2023-09-18,2024-01-01,Cancelled
707,914,Premium,699,2022-07-30,2023-06-03,Active
708,1267,Premium,699,2023-03-29,2023-10-21,Cancelled
709,1601,Premium,699,2023-02-19,2023-06-30,Cancelled
710,173,Basic,299,2023-07-05,2024-01-22,Active
711,1473,Premium,699,2024-06-19,2024-09-21,Active
712,1108,Standard,499,2022-08-07,2022-10-23,Active
713,640,Premium,699,2022-12-15,2023-12-05,Active
714,58,Premium,699,2023-08-30,2024-02-08,Active
715,1586,Standard,499,2024-01-14,2024-09-16,Cancelled
716,227,Premium,699,2022-03-03,2022-10-09,Active
717,1040,Standard,499,2022-05-07,2022-06-30,Cancelled
718,1928,Basic,299,2023-04-05,2023-10-04,Active
719,11,Standard,499,2022-12-14,2023-05-13,Cancelled
720,1192,Premium,699,2024-01-02,2024-12-18,Active
721,1730,Premium,699,2022-08-28,2023-03-25,Active
722,1366,Premium,699,2023-08-10,2023-11-19,Cancelled
723,1065,Premium,699,2022-09-11,2022-12-03,Active
724,1193,Basic,299,2024-04-22,2024-11-22,Active
725,301,Premium,699,2023-03-12,2023-11-07,Active
726,128,Standard,499,2024-06-28,2024-10-02,Active
727,914,Basic,299,2023-01-14,2023-11-09,Active
728,1145,Premium,699,2024-03-08,2024-10-26,Cancelled
729,1197,Standard,499,2023-10-14,2024-06-16,Cancelled
730,1412,Standard,499,2024-01-20,2024-09-19,Cancelled
731,296,Premium,699,2022-05-11,2023-02-13,Cancelled
732,265,Premium,699,2023-06-10,2024-04-05,Active
733,436,Standard,499,2023-04-30,2023-06-15,Cancelled
734,1934,Premium,699,2023-01-14,2023-04-14,Active
735,837,Basic,299,2022-05-04,2022-12-09,Active
736,83,Premium,699,2022-06-06,2022-09-04,Active
737,767,Standard,499,2022-10-29,2023-08-03,Active
738,293,Basic,299,2024-03-13,2025-02-07,Active
739,1919,Standard,499,2024-06-29,2024-12-21,Active
740,1678,Premium,699,2023-05-16,2023-06-16,Active
741,715,Basic,299,2024-06-10,2024-08-01,Active
742,1174,Standard,499,2023-08-03,2024-04-20,Cancelled
743,1601,Standard,499,2023-05-02,2024-04-06,Active
744,284,Premium,699,2023-10-14,2024-07-05,Cancelled
745,1367,Standard,499,2022-06-02,2022-12-15,Active
746,1280,Premium,699,2023-10-01,2024-05-27,Active
747,1844,Standard,499,2022-12-14,2023-10-16,Active
748,1374,Standard,499,2024-01-24,2024-07-14,Active
749,1774,Basic,299,2023-12-26,2024-02-06,Active
750,1631,Premium,699,2022-11-13,2023-09-26,Active
751,1319,Premium,699,2022-03-29,2022-08-04,Cancelled
752,1110,Premium,699,2024-02-15,2024-04-12,Cancelled
753,1069,Basic,299,2024-02-08,2024-11-07,Active
754,39,Basic,299,2023-11-06,2024-09-03,Active
755,39,Standard,499,2024-03-16,2024-07-29,Active
756,1446,Premium,699,2023-03-31,2023-06-12,Cancelled
757,1243,Standard,499,2023-02-16,2024-01-13,Active
758,1766,Basic,299,2022-12-15,2023-08-25,Active
759,50,Premium,699,2022-11-21,2023-07-04,Active
760,235,Basic,299,2023-07-09,2023-11-02,Active
761,375,Standard,499,2024-02-26,2024-05-11,Active
762,1951,Standard,499,2023-11-26,2024-03-21,Active
763,1969,Standard,499,2022-07-05,2022-08-17,Cancelled
764,611,Standard,499,2022-04-12,2022-10-22,Active
765,1829,Standard,499,2022-09-22,2023-05-02,Cancelled
766,1843,Basic,299,2022-02-23,2022-07-06,Active
767,1223,Premium,699,2022-08-31,2023-06-09,Active
768,1034,Standard,499,2024-08-30,2024-11-26,Active
769,652,Standard,499,2023-07-21,2024-03-15,Active
770,60,Standard,499,2023-10-11,2024-03-08,Cancelled
771,39,Standard,499,2023-07-22,2024-06-16,Active
772,505,Premium,699,2023-10-30,2024-02-01,Active
773,834,Standard,499,2022-03-27,2023-03-17,Active
774,1604,Basic,299,2023-01-18,2023-11-20,Cancelled
775,1602,Basic,299,2023-07-05,2024-03-07,Cancelled
776,1137,Standard,499,2022-02-12,2022-03-14,Cancelled
777,1969,Premium,699,2022-10-24,2023-10-23,Cancelled
778,2,Basic,299,2024-08-13,2025-05-16,Active
779,514,Premium,699,2023-01-25,2023-08-22,Cancelled
780,436,Premium,699,2024-05-10,2025-02-25,Active
781,331,Premium,699,2023-07-01,2024-05-14,Active
782,184,Standard,499,2023-12-17,2024-03-18,Cancelled
783,1485,Premium,699,2022-10-14,2023-06-22,Active
784,1034,Standard,499,2024-06-24,2025-01-15,Active
785,1542,Premium,699,2023-04-09,2023-09-25,Active
786,659,Standard,499,2022-08-04,2023-04-26,Cancelled
787,673,Basic,299,2024-07-24,2024-10-30,Active
788,5,Premium,699,2023-05-03,2023-06-04,Cancelled
789,1378,Basic,299,2023-02-28,2024-01-08,Cancelled
790,1441,Standard,499,2024-02-20,2024-10-08,Active
791,1613,Premium,699,2023-10-29,2024-01-06,Active
792,1828,Premium,699,2023-04-01,2023-07-03,Active
793,1665,Standard,499,2024-04-27,2025-03-30,Active
794,363,Premium,699,2022-01-09,2022-04-12,Active
795,1918,Basic,299,2023-04-01,2023-05-05,Active
796,41,Standard,499,2023-11-28,2024-06-28,Active
797,1672,Premium,699,2023-10-03,2024-04-05,Cancelled
798,453,Basic,299,2023-05-21,2023-12-22,Active
799,1010,Premium,699,2023-12-25,2024-11-29,Active
800,402,Premium,699,2023-02-10,2023-05-07,Cancelled
801,1166,Premium,699,2023-05-21,2023-09-15,Active
802,1352,Premium,699,2023-08-03,2024-07-06,Active
803,134,Premium,699,2022-05-12,2022-07-14,Active
804,1912,Premium,699,2024-05-26,2024-10-19,Cancelled
805,1493,Standard,499,2022-07-16,2022-08-26,Cancelled
806,1420,Premium,699,2023-06-30,2024-06-08,Active
807,1148,Standard,499,2022-01-03,2022-09-08,Active
808,1932,Premium,699,2022-02-23,2022-09-06,Active
809,834,Standard,499,2022-05-05,2023-02-24,Active
810,741,Premium,699,2024-02-17,2024-04-09,Cancelled
811,460,Basic,299,2022-10-12,2023-06-14,Active
812,648,Basic,299,2023-02-06,2023-06-15,Active
813,1803,Premium,699,2024-04-07,2024-05-19,Cancelled
814,463,Premium,699,2023-03-10,2023-05-17,Cancelled
815,404,Basic,299,2022-12-04,2023-06-11,Active
816,1281,Basic,299,2022-01-29,2022-10-31,Active
817,50,Premium,699,2024-03-27,2025-03-12,Cancelled
818,1722,Standard,499,2022-09-11,2022-12-05,Active
819,1964,Standard,499,2024-05-02,2024-06-28,Cancelled
820,1065,Basic,299,2024-08-24,2024-10-30,Cancelled
821,1269,Standard,499,2024-02-22,2024-05-10,Active
822,1186,Basic,299,2022-03-29,2022-05-29,Cancelled
823,773,Standard,499,2024-06-30,2024-09-01,Cancelled
824,127,Standard,499,2022-02-26,2022-08-29,Active
825,885,Basic,299,2022-04-15,2022-06-12,Active
826,604,Standard,499,2023-02-16,2023-05-06,Active
827,842,Basic,299,2024-06-04,2025-05-06,Cancelled
828,1278,Basic,299,2023-04-10,2023-11-22,Active
829,877,Premium,699,2023-09-27,2023-12-17,Active
830,1921,Premium,699,2024-03-12,2024-04-24,Active
831,673,Premium,699,2022-07-17,2022-10-10,Active
832,1219,Premium,699,2022-03-11,2023-02-07,Cancelled
833,397,Premium,699,2022-05-10,2023-05-01,Active
834,728,Standard,499,2023-05-08,2024-04-19,Active
835,498,Basic,299,2024-03-27,2024-05-18,Active
836,639,Premium,699,2023-03-23,2024-01-09,Cancelled
837,1545,Standard,499,2022-11-15,2023-10-09,Cancelled
838,1589,Basic,299,2022-05-31,2023-02-25,Active
839,703,Standard,499,2023-01-13,2023-02-16,Active
840,1347,Premium,699,2022-05-29,2022-07-27,Active
841,1678,Premium,699,2024-05-29,2024-07-25,Active
842,401,Basic,299,2023-10-18,2024-02-28,Cancelled
843,700,Basic,299,2023-11-15,2024-08-14,Active
844,958,Premium,699,2023-12-11,2024-06-27,Cancelled
845,1160,Standard,499,2023-09-23,2024-03-24,Active
846,333,Basic,299,2023-04-11,2023-06-01,Active
847,1885,Basic,299,2023-10-17,2024-03-09,Active
848,956,Premium,699,2022-08-07,2023-01-06,Active
849,1574,Standard,499,2024-04-06,2024-11-14,Active
850,378,Basic,299,2023-01-07,2023-02-11,Active
851,62,Premium,699,2022-04-28,2022-08-08,Active
852,399,Premium,699,2023-08-23,2024-03-24,Active
853,61,Basic,299,2022-07-22,2023-01-13,Active
854,1814,Standard,499,2024-01-07,2024-05-05,Active
855,1136,Basic,299,2022-07-02,2022-11-09,Active
856,1727,Standard,499,2024-07-21,2024-10-10,Active
857,1388,Basic,299,2023-01-24,2024-01-24,Cancelled
858,228,Standard,499,2024-08-16,2024-12-31,Active
859,492,Standard,499,2024-04-08,2024-11-14,Active
860,1928,Premium,699,2024-09-27,2025-09-11,Cancelled
861,1799,Premium,699,2022-03-08,2022-06-06,Active
862,1893,Basic,299,2024-03-24,2024-07-29,Active
863,775,Premium,699,2023-01-19,2023-07-30,Active
864,1303,Basic,299,2024-08-01,2024-09-23,Cancelled
865,1203,Basic,299,2024-05-24,2025-03-24,Active
866,305,Standard,499,2022-09-11,2022-11-07,Active
867,574,Basic,299,2024-05-21,2025-03-07,Cancelled
868,1815,Standard,499,2022-08-03,2022-10-13,Cancelled
869,1620,Premium,699,2023-09-22,2023-11-24,Active
870,795,Premium,699,2024-02-09,2024-11-25,Active
871,1063,Standard,499,2022-07-03,2023-01-13,Cancelled
872,1077,Premium,699,2023-05-10,2024-02-17,Active
873,1191,Standard,499,2023-10-16,2024-09-08,Active
874,425,Basic,299,2024-07-05,2024-11-15,Active
875,481,Standard,499,2022-08-12,2023-02-14,Active
876,773,Premium,699,2022-06-10,2023-01-17,Active
877,174,Basic,299,2024-02-09,2024-04-22,Active
878,1063,Standard,499,2022-08-24,2023-07-18,Active
879,1050,Premium,699,2022-12-11,2023-08-16,Active
880,886,Standard,499,2023-01-12,2023-10-23,Active
881,784,Basic,299,2022-07-03,2023-03-16,Active
882,1322,Basic,299,2023-01-03,2023-03-16,Active
883,1028,Premium,699,2023-07-14,2024-07-07,Active
884,567,Basic,299,2022-04-11,2022-07-10,Active
885,79,Premium,699,2022-07-25,2023-02-10,Active
886,675,Standard,499,2022-11-06,2023-04-25,Active
887,1238,Basic,299,2024-05-25,2025-03-29,Cancelled
888,18,Standard,499,2022-10-16,2023-05-11,Cancelled
889,828,Standard,499,2024-04-21,2025-03-13,Cancelled
890,25,Standard,499,2023-11-01,2024-08-19,Cancelled
891,1949,Basic,299,2024-06-05,2025-01-24,Active
892,1482,Premium,699,2022-08-03,2023-05-02,Active
893,1203,Premium,699,2024-02-15,2024-11-10,Cancelled
894,945,Standard,499,2024-03-21,2024-06-02,Active
895,385,Standard,499,2024-02-28,2024-10-28,Active
896,922,Premium,699,2022-01-31,2022-09-09,Active
897,1790,Basic,299,2022-11-09,2022-12-13,Active
898,1350,Standard,499,2022-12-14,2023-05-08,Active
899,1405,Standard,499,2024-02-21,2024-12-22,Active
900,1203,Basic,299,2023-08-05,2023-09-20,Cancelled
901,315,Standard,499,2023-08-05,2024-07-22,Cancelled
902,1872,Premium,699,2023-08-11,2024-03-28,Cancelled
903,419,Standard,499,2022-03-07,2023-01-04,Active
904,973,Basic,299,2022-12-03,2023-10-20,Cancelled
905,1309,Standard,499,2022-04-06,2022-08-01,Active
906,1133,Basic,299,2022-02-02,2023-01-06,Active
907,383,Basic,299,2022-03-13,2022-10-26,Active
908,478,Standard,499,2023-11-07,2024-08-31,Active
909,118,Standard,499,2023-06-15,2023-07-20,Active
910,1761,Standard,499,2023-02-05,2023-05-26,Cancelled
911,265,Premium,699,2023-03-05,2023-12-04,Cancelled
912,797,Basic,299,2022-05-14,2022-09-26,Active
913,1676,Premium,699,2023-11-12,2024-08-11,Active
914,1178,Standard,499,2023-08-25,2024-01-05,Active
915,1403,Standard,499,2022-10-10,2023-02-20,Active
916,293,Standard,499,2022-03-07,2022-10-27,Active
917,506,Premium,699,2022-12-03,2023-10-20,Cancelled
918,943,Standard,499,2023-08-13,2023-10-02,Cancelled
919,590,Premium,699,2024-06-21,2025-03-11,Active
920,1726,Premium,699,2024-03-22,2024-09-20,Active
921,1687,Basic,299,2023-03-02,2023-08-06,Active
922,1266,Premium,699,2023-03-19,2023-12-08,Active
923,1350,Basic,299,2023-12-17,2024-11-02,Active
924,1431,Basic,299,2022-09-03,2022-12-22,Active
925,1287,Premium,699,2022-10-26,2022-12-29,Active
926,1480,Basic,299,2024-07-19,2025-04-27,Active
927,1561,Premium,699,2022-05-05,2022-12-09,Active
928,216,Premium,699,2024-02-24,2024-09-07,Active
929,338,Standard,499,2022-08-01,2023-05-17,Active
930,55,Basic,299,2023-10-17,2024-07-09,Active
931,1528,Standard,499,2024-05-26,2024-10-02,Active
932,22,Standard,499,2022-04-28,2022-08-05,Active
933,1534,Standard,499,2023-05-12,2024-02-02,Active
934,1124,Premium,699,2022-09-06,2023-05-18,Active
935,1681,Standard,499,2024-05-11,2024-08-31,Active
936,37,Premium,699,2022-04-13,2022-08-11,Active
937,1095,Premium,699,2023-02-05,2023-06-01,Active
938,1564,Basic,299,2023-11-25,2024-05-12,Active
939,734,Basic,299,2022-08-10,2022-09-26,Cancelled
940,1091,Basic,299,2023-03-29,2023-05-22,Cancelled
941,1662,Premium,699,2023-10-19,2024-01-09,Active
942,632,Standard,499,2022-02-23,2023-01-25,Active
943,1582,Standard,499,2024-02-25,2024-07-07,Cancelled
944,768,Basic,299,2022-07-24,2022-10-08,Active
945,58,Basic,299,2022-12-12,2023-04-19,Active
946,130,Basic,299,2024-09-08,2024-11-26,Cancelled
947,1701,Premium,699,2022-06-21,2022-10-14,Active
948,1050,Basic,299,2024-04-15,2024-10-29,Active
949,1284,Basic,299,2023-10-02,2024-02-15,Cancelled
950,810,Standard,499,2022-05-04,2022-09-29,Active
951,731,Standard,499,2022-06-27,2022-08-03,Active
952,648,Basic,299,2023-02-03,2023-06-21,Active
953,136,Premium,699,2024-04-14,2024-10-03,Active
954,756,Basic,299,2022-03-10,2022-07-29,Active
955,1572,Premium,699,2023-05-27,2023-08-17,Cancelled
956,1621,Premium,699,2022-06-25,2022-11-30,Cancelled
957,1229,Standard,499,2023-10-09,2024-05-24,Active
958,1992,Premium,699,2022-05-17,2022-12-03,Active
959,1560,Premium,699,2022-11-22,2023-08-25,Active
960,37,Premium,699,2024-07-22,2025-06-16,Active
961,1047,Premium,699,2024-01-30,2024-06-27,Active
962,1444,Basic,299,2022-08-27,2022-10-06,Active
963,1837,Basic,299,2022-11-13,2023-04-13,Cancelled
964,1551,Basic,299,2023-09-27,2023-12-06,Active
965,768,Standard,499,2022-10-31,2023-03-13,Active
966,419,Premium,699,2022-02-08,2022-07-09,Cancelled
967,1225,Standard,499,2024-01-27,2024-08-12,Active
968,651,Premium,699,2024-03-16,2024-05-05,Active
969,850,Premium,699,2024-04-12,2024-10-06,Cancelled
970,470,Premium,699,2022-12-06,2023-06-29,Active
971,1105,Basic,299,2024-07-17,2024-12-21,Cancelled
972,1426,Premium,699,2022-08-16,2023-07-23,Cancelled
973,1068,Standard,499,2022-07-07,2023-03-20,Active
974,133,Standard,499,2022-03-13,2022-07-19,Active
975,290,Basic,299,2022-05-09,2022-07-24,Active
976,1125,Basic,299,2022-08-30,2023-06-15,Active
977,1485,Standard,499,2022-11-15,2023-03-09,Cancelled
978,502,Standard,499,2022-06-30,2023-06-05,Active
979,585,Premium,699,2023-04-05,2024-03-25,Active
980,1767,Standard,499,2022-03-23,2022-10-23,Active
981,344,Standard,499,2023-03-28,2023-11-29,Active
