payment_id,subscription_id,payment_date,amount,payment_method
2040,1668,2023-02-05,404,Debit Card
2041,251,2024-02-20,334,Net Banking
2042,668,2023-08-15,645,Credit Card
2043,1944,2022-07-16,596,Debit Card
2044,2085,2024-05-09,614,Credit Card
2045,2757,2023-08-04,573,Debit Card
2046,2010,2022-05-03,586,Debit Card
2047,1715,2023-12-21,464,Debit Card
2048,956,2023-04-20,345,Net Banking
2049,25,2023-07-01,515,UPI
2050,2502,2022-09-26,386,Net Banking
2051,2406,2022-10-26,379,Credit Card
2052,845,2024-01-06,655,Debit Card
2053,357,2023-11-22,693,Debit Card
2054,1339,2022-11-06,650,Credit Card
2055,463,2022-10-17,482,Net Banking
2056,1842,2022-01-28,493,Debit Card
2057,261,2023-09-24,473,Net Banking
2058,778,2022-01-03,487,UPI
2059,2488,2023-06-28,382,UPI
2060,951,2023-07-29,561,UPI
2061,2698,2024-03-16,424,Credit Card
2062,2857,2022-05-31,699,Credit Card
2063,1909,2024-01-13,574,Credit Card
2064,1697,2023-04-28,556,Credit Card
2065,1583,2023-10-12,491,UPI
2066,2717,2022-08-16,646,Credit Card
2067,1408,2024-06-23,629,Credit Card
2068,422,2023-01-24,632,UPI
2069,2380,2024-08-01,669,Debit Card
2070,2679,2023-06-08,346,UPI
2071,7,2022-07-24,528,Credit Card
2072,469,2023-05-03,326,Debit Card
2073,1689,2023-10-08,451,Credit Card
2074,1828,2024-06-19,323,Debit Card
2075,128,2023-06-10,621,Credit Card
2076,2121,2023-10-18,332,Net Banking
2077,653,2023-02-16,375,Debit Card
2078,2461,2024-08-26,511,Debit Card
2079,2668,2024-06-10,693,UPI
2080,1226,2024-05-12,568,UPI
2081,124,2023-11-08,308,Net Banking
2082,604,2023-06-13,558,UPI
2083,2315,2022-07-08,627,Net Banking
2084,2586,2022-10-10,344,Credit Card
2085,1717,2023-07-07,300,Net Banking
2086,2427,2023-12-03,356,Net Banking
2087,452,2022-06-25,540,Net Banking
2088,1606,2022-05-16,306,Credit Card
2089,2173,2022-05-17,307,Debit Card
2090,2560,2022-05-03,532,Credit Card
2091,2604,2024-02-15,388,Net Banking
2092,798,2023-11-20,434,UPI
2093,1104,2022-08-12,465,Net Banking
2094,2582,2023-10-29,393,UPI
2095,1369,2023-06-19,647,Net Banking
2096,25,2022-03-25,390,Credit Card
2097,1210,2024-04-09,637,Debit Card
2098,1222,2022-06-16,635,UPI
2099,881,2023-02-22,604,Credit Card
2100,2399,2022-04-03,378,Debit Card
2101,1879,2023-01-08,426,Credit Card
2102,749,2023-07-19,435,Net Banking
2103,1660,2024-04-22,659,Credit Card
2104,1024,2023-09-17,491,Net Banking
2105,4,2022-05-16,685,UPI
2106,993,2023-01-20,461,Debit Card
2107,2826,2022-11-12,320,UPI
2108,1454,2022-08-16,656,Net Banking
2109,1048,2023-05-29,684,Credit Card
2110,2867,2023-06-30,524,UPI
2111,1141,2023-11-27,307,Debit Card
2112,1639,2024-04-26,658,UPI
2113,2090,2023-07-14,374,Credit Card
2114,1443,2024-06-14,666,Net Banking
2115,2042,2022-09-12,564,UPI
2116,1133,2024-08-19,663,Net Banking
2117,1684,2022-06-05,400,Debit Card
2118,946,2023-03-15,318,Net Banking
2119,1652,2024-04-06,536,Net Banking
2120,1163,2023-08-23,336,Debit Card
2121,1528,2023-08-19,457,Net Banking
2122,2731,2024-07-15,388,Debit Card
2123,207,2024-09-01,430,Debit Card
2124,2478,2023-06-22,497,Debit Card
2125,680,2024-09-11,509,Debit Card
2126,46,2023-01-29,512,Net Banking
2127,298,2024-09-16,531,Net Banking
2128,725,2022-07-13,475,Net Banking
2129,2500,2023-08-28,606,Debit Card
2130,2409,2024-07-25,676,Debit Card
2131,883,2022-11-25,683,Net Banking
2132,1638,2023-07-24,562,Net Banking
2133,2909,2023-05-23,529,Debit Card
2134,1525,2024-07-27,698,Net Banking
2135,51,2022-11-05,361,Debit Card
2136,1044,2023-06-22,387,Credit Card
2137,2144,2024-08-28,427,Debit Card
2138,392,2022-12-02,401,Debit Card
2139,2456,2022-03-28,378,Debit Card
2140,1649,2022-01-11,314,Credit Card
2141,273,2022-10-24,451,Credit Card
2142,2673,2023-11-06,656,Net Banking
2143,1634,2022-05-31,614,Credit Card
2144,1250,2024-01-29,632,Debit Card
2145,139,2024-06-10,444,Credit Card
2146,892,2022-11-04,359,Credit Card
2147,837,2023-06-13,593,Net Banking
2148,1317,2022-06-05,624,Net Banking
2149,543,2022-02-03,601,Net Banking
2150,2640,2022-12-02,642,Net Banking
2151,1218,2022-06-13,679,Debit Card
2152,1216,2024-07-19,304,UPI
2153,2544,2024-09-19,662,Debit Card
2154,228,2023-06-16,392,Debit Card
2155,1380,2024-05-01,417,Credit Card
2156,2336,2024-08-12,547,Net Banking
2157,1754,2023-09-16,351,UPI
2158,2289,2024-07-16,616,Net Banking
2159,513,2024-07-26,590,Credit Card
2160,2659,2024-05-27,488,Net Banking
2161,2188,2022-05-15,301,Credit Card
2162,1941,2023-11-06,485,Debit Card
2163,2573,2024-08-15,300,Net Banking
2164,2522,2023-02-23,508,Credit Card
2165,2156,2023-03-17,591,UPI
2166,1968,2022-06-06,686,UPI
2167,28,2022-11-14,425,UPI
2168,2011,2022-09-21,360,Debit Card
2169,1303,2022-08-19,336,Debit Card
2170,1975,2023-11-08,615,UPI
2171,1658,2022-04-10,305,Credit Card
2172,2033,2023-05-17,552,Debit Card
2173,2632,2022-06-23,336,Net Banking
2174,1433,2022-03-05,414,Net Banking
2175,353,2024-02-15,593,Debit Card
2176,185,2022-05-31,654,UPI
2177,2548,2024-02-02,597,Credit Card
2178,2420,2022-07-23,563,Net Banking
2179,793,2022-08-04,534,Credit Card
2180,778,2022-11-02,673,Debit Card
2181,1204,2024-05-22,457,UPI
2182,1838,2022-10-21,580,Credit Card
2183,1110,2023-05-21,519,Credit Card
2184,1819,2024-02-07,572,Net Banking
2185,528,2024-03-04,414,UPI
2186,270,2024-08-03,301,Net Banking
2187,1694,2022-11-26,338,Credit Card
2188,1931,2023-10-07,316,UPI
2189,368,2023-05-10,654,Debit Card
2190,2693,2022-06-20,574,UPI
2191,322,2022-10-02,479,Net Banking
2192,789,2024-09-21,429,Credit Card
2193,2479,2024-04-13,336,UPI
2194,2085,2022-01-02,475,UPI
2195,2231,2024-01-30,339,Credit Card
2196,1315,2024-07-05,530,UPI
2197,1112,2024-01-06,616,Net Banking
2198,2741,2023-01-10,426,Credit Card
2199,1632,2022-02-18,630,Net Banking
2200,1937,2022-01-03,324,UPI
2201,47,2023-08-25,424,Credit Card
2202,2937,2022-11-15,462,UPI
2203,481,2023-07-07,440,Credit Card
2204,1019,2023-09-11,663,Debit Card
2205,730,2022-03-25,575,Credit Card
2206,2790,2022-08-03,600,Net Banking
2207,1613,2024-02-27,381,Credit Card
2208,978,2023-06-11,489,Net Banking
2209,2804,2024-08-29,441,Credit Card
2210,2704,2023-04-01,572,Credit Card
2211,621,2023-02-06,463,Debit Card
2212,2491,2023-12-16,472,Credit Card
2213,1566,2022-10-17,653,Net Banking
2214,2906,2023-09-07,404,Debit Card
2215,2959,2022-08-31,474,Net Banking
2216,542,2022-07-24,327,Debit Card
2217,2478,2023-04-25,452,UPI
2218,85,2023-05-31,558,Credit Card
2219,1770,2023-05-15,320,Net Banking
2220,175,2023-09-03,385,Credit Card
2221,2784,2024-01-03,359,Credit Card
2222,2216,2024-05-09,669,UPI
2223,911,2022-03-22,346,Debit Card
2224,2789,2024-05-26,373,Net Banking
2225,1551,2022-04-13,348,UPI
2226,2201,2022-10-10,582,UPI
2227,2298,2022-02-18,474,Debit Card
2228,1636,2022-09-04,394,Credit Card
2229,457,2023-09-01,634,Net Banking
2230,133,2022-10-30,531,Debit Card
2231,602,2022-01-19,459,Debit Card
2232,2461,2024-07-15,539,Credit Card
2233,1950,2023-05-04,438,UPI
2234,2913,2022-10-13,450,Net Banking
2235,2976,2023-12-16,328,Debit Card
2236,2624,2024-07-05,399,Credit Card
2237,1818,2024-02-08,331,UPI
2238,1600,2024-02-03,336,UPI
2239,2987,2022-09-07,594,UPI
2240,1726,2024-06-16,547,Net Banking
2241,1672,2022-05-16,507,Debit Card
2242,1017,2022-12-01,658,Net Banking
2243,12,2023-01-08,417,Credit Card
2244,565,2024-02-07,495,Credit Card
2245,2190,2022-11-05,307,Debit Card
2246,1532,2023-05-13,583,Net Banking
2247,25,2022-08-10,497,Net Banking
2248,199,2022-12-05,325,Net Banking
2249,969,2022-02-12,501,Net Banking
2250,978,2023-03-21,303,UPI
2251,181,2022-05-13,673,Credit Card
2252,2651,2023-10-11,518,UPI
2253,33,2023-10-01,578,Credit Card
2254,45,2024-05-30,409,Credit Card
2255,2427,2022-05-02,383,Credit Card
2256,972,2023-10-17,313,Debit Card
2257,1495,2022-05-19,310,UPI
2258,1389,2022-06-11,651,Debit Card
2259,1885,2024-02-15,488,Net Banking
2260,2852,2023-09-04,486,Debit Card
2261,460,2023-08-12,631,Debit Card
2262,1608,2022-02-12,324,Net Banking
2263,177,2022-05-17,536,UPI
2264,2020,2024-08-14,450,UPI
2265,1056,2024-04-10,438,Debit Card
2266,180,2022-11-23,445,UPI
2267,2841,2022-10-20,467,Debit Card
2268,2105,2022-04-03,362,Credit Card
2269,2584,2023-07-29,360,Net Banking
2270,1425,2023-10-07,478,Debit Card
2271,1161,2024-06-26,443,UPI
2272,1631,2023-02-20,379,Debit Card
2273,2446,2024-03-24,650,UPI
2274,612,2022-05-07,551,Net Banking
2275,215,2022-11-19,657,Net Banking
2276,1557,2022-01-13,419,Net Banking
2277,421,2024-04-10,514,Debit Card
2278,1269,2023-07-09,515,Credit Card
2279,1834,2022-01-11,450,Net Banking
2280,2623,2022-06-07,686,Net Banking
2281,1664,2022-01-17,366,Debit Card
2282,1448,2024-03-29,331,UPI
2283,2065,2023-01-09,312,Credit Card
2284,1534,2024-09-04,400,Credit Card
2285,278,2023-03-28,416,Credit Card
2286,1734,2023-05-24,347,UPI
2287,1734,2022-02-25,476,Net Banking
2288,2344,2022-03-05,490,Debit Card
2289,735,2022-09-19,453,Credit Card
2290,857,2022-09-09,601,UPI
2291,1260,2023-03-29,589,UPI
2292,232,2023-12-28,491,UPI
2293,2998,2024-02-03,486,Debit Card
2294,398,2023-11-28,462,Net Banking
2295,2391,2022-02-25,462,Net Banking
2296,505,2023-08-10,675,Credit Card
2297,2634,2024-08-12,567,Net Banking
2298,1781,2024-09-14,679,UPI
2299,2943,2023-02-19,596,Debit Card
2300,1760,2022-12-05,497,Credit Card
2301,2269,2022-08-29,398,UPI
2302,2923,2023-09-14,552,UPI
2303,2570,2023-11-18,585,Net Banking
2304,1622,2023-07-15,302,UPI
2305,2813,2023-04-25,324,Debit Card
2306,995,2024-02-03,654,Net Banking
2307,1942,2024-03-31,673,Credit Card
2308,2221,2022-09-29,424,Credit Card
2309,2632,2022-04-13,587,Debit Card
2310,672,2022-01-27,607,UPI
2311,1772,2023-05-16,422,Debit Card
2312,777,2024-05-20,372,Net Banking
2313,872,2024-03-16,648,Debit Card
2314,862,2023-08-03,506,UPI
2315,1062,2022-02-10,394,Debit Card
2316,1320,2022-09-03,689,Debit Card
2317,1618,2024-08-15,534,Net Banking
2318,2529,2024-05-30,602,Debit Card
2319,1058,2022-06-19,523,Net Banking
2320,970,2023-09-29,662,Debit Card
2321,917,2024-01-09,572,UPI
2322,2670,2022-05-25,322,Debit Card
2323,977,2023-12-04,392,Credit Card
2324,2357,2022-04-07,427,Credit Card
2325,268,2023-03-10,614,Debit Card
2326,934,2024-02-19,388,UPI
2327,1202,2022-05-22,407,UPI
2328,2027,2023-11-07,335,Debit Card
2329,2491,2022-01-10,643,Net Banking
2330,1358,2024-04-19,463,Credit Card
2331,1345,2024-05-12,436,UPI
2332,520,2024-07-07,498,Credit Card
2333,1813,2022-11-28,522,Credit Card
2334,827,2023-07-19,412,Credit Card
2335,121,2022-01-04,665,Net Banking
2336,1165,2022-09-09,408,Debit Card
2337,755,2024-03-03,687,Net Banking
2338,2562,2024-01-13,697,Debit Card
2339,526,2023-05-20,529,Net Banking
2340,1913,2022-08-12,403,Credit Card
2341,1697,2024-06-26,670,Credit Card
2342,1632,2023-02-16,451,Net Banking
2343,116,2024-08-05,525,Credit Card
2344,850,2023-07-26,484,Credit Card
2345,976,2023-01-23,316,UPI
2346,2517,2022-11-17,385,UPI
2347,555,2023-10-08,446,Credit Card
2348,2982,2024-04-23,318,Net Banking
2349,2901,2022-11-01,671,Credit Card
2350,542,2024-07-08,552,UPI
2351,76,2023-11-23,630,Net Banking
2352,1939,2024-03-11,687,UPI
2353,2074,2022-06-21,518,Net Banking
2354,1722,2022-05-22,489,Credit Card
2355,1761,2024-04-30,380,Credit Card
2356,164,2022-09-08,660,Net Banking
2357,782,2024-04-04,559,UPI
2358,2599,2024-05-17,505,UPI
2359,1687,2024-01-17,335,UPI
2360,2350,2023-04-04,435,UPI
2361,2438,2023-05-13,629,Debit Card
2362,428,2023-06-20,410,Net Banking
2363,2353,2024-05-08,576,UPI
2364,2451,2024-03-19,338,UPI
2365,2453,2024-07-24,660,Net Banking
2366,141,2023-08-27,677,UPI
2367,1285,2022-01-15,443,Debit Card
2368,586,2024-04-23,512,Net Banking
2369,1215,2022-08-10,364,Debit Card
2370,912,2024-09-25,601,UPI
2371,1561,2022-04-14,365,Credit Card
2372,643,2024-01-06,579,Credit Card
2373,2706,2024-06-06,352,UPI
2374,2523,2022-10-23,586,UPI
2375,934,2022-09-15,307,Credit Card
2376,2867,2022-03-16,392,Net Banking
2377,1790,2024-01-30,656,Debit Card
2378,564,2024-07-20,397,UPI
2379,2039,2022-11-04,387,Debit Card
2380,1397,2023-02-12,665,Net Banking
2381,2065,2023-12-14,550,Credit Card
2382,2103,2024-03-03,555,Debit Card
2383,528,2022-07-29,529,Net Banking
2384,237,2022-12-04,635,UPI
2385,277,2023-02-02,566,Credit Card
2386,1575,2023-12-16,338,Debit Card
2387,2859,2024-01-11,429,UPI
2388,1642,2022-11-10,538,UPI
2389,1604,2022-01-26,684,UPI
2390,2111,2023-03-15,650,Net Banking
2391,2554,2022-10-03,589,Net Banking
2392,790,2024-06-23,646,Debit Card
2393,16,2024-05-26,616,Net Banking
2394,632,2022-07-26,501,Credit Card
2395,208,2024-05-09,577,Credit Card
2396,2351,2024-06-20,371,Net Banking
2397,343,2023-01-29,504,Debit Card
2398,31,2022-04-12,513,UPI
2399,1460,2024-07-11,462,Net Banking
2400,2804,2023-06-03,507,UPI
2401,1354,2023-05-27,639,Net Banking
2402,1321,2022-12-02,683,UPI
2403,2022,2022-12-27,350,Debit Card
2404,1044,2023-04-27,519,UPI
2405,24,2022-01-08,325,Net Banking
2406,2146,2023-04-03,471,Net Banking
2407,2175,2024-05-26,366,UPI
2408,2799,2022-02-28,481,Credit Card
2409,1699,2023-01-27,479,UPI
2410,1332,2022-04-20,377,Debit Card
2411,1052,2024-06-01,453,UPI
2412,282,2024-02-28,561,Net Banking
2413,1213,2022-01-06,372,Debit Card
2414,826,2023-06-26,507,Net Banking
2415,70,2023-06-09,696,Debit Card
2416,1304,2024-04-20,539,Credit Card
2417,2991,2022-03-07,530,Credit Card
2418,1005,2023-02-23,398,Credit Card
2419,2549,2022-11-02,436,Debit Card
2420,870,2023-06-09,628,Net Banking
2421,249,2022-06-27,322,UPI
2422,2996,2022-02-19,575,Debit Card
2423,125,2023-09-16,696,UPI
2424,284,2022-08-06,436,Credit Card
2425,2392,2024-02-28,520,Credit Card
2426,2488,2023-05-03,604,Net Banking
2427,2359,2024-06-17,548,Debit Card
2428,1118,2022-12-11,377,UPI
2429,449,2022-08-03,484,Net Banking
2430,2497,2022-10-04,568,Credit Card
2431,1224,2022-11-22,320,Net Banking
2432,839,2022-12-29,684,Net Banking
2433,2832,2023-05-19,452,Credit Card
2434,2348,2022-11-26,554,Debit Card
2435,2348,2022-09-15,645,Credit Card
2436,1380,2023-08-22,620,Credit Card
2437,575,2023-11-05,520,Credit Card
2438,691,2024-01-05,614,UPI
2439,1108,2022-05-31,632,Credit Card
2440,956,2024-09-19,345,UPI
2441,2173,2023-09-07,689,Debit Card
2442,1361,2023-06-18,442,Credit Card
2443,1920,2022-07-15,458,Debit Card
2444,168,2022-08-21,348,Net Banking
2445,2724,2023-04-16,540,UPI
2446,2182,2023-03-24,534,UPI
2447,2498,2023-01-10,357,UPI
2448,274,2023-06-10,516,UPI
2449,2813,2023-06-20,668,Debit Card
2450,826,2022-01-04,555,Debit Card
2451,2484,2022-11-24,627,Net Banking
2452,2853,2023-06-11,440,Credit Card
2453,2337,2023-03-07,380,Debit Card
2454,2649,2024-02-24,411,Debit Card
2455,1759,2022-02-01,676,UPI
2456,2960,2023-07-16,491,UPI
2457,679,2023-04-16,514,Net Banking
2458,1199,2024-08-08,563,Debit Card
2459,405,2024-05-19,526,Debit Card
2460,2867,2022-01-03,495,Net Banking
2461,745,2024-05-13,601,Debit Card
2462,2692,2024-09-16,627,Credit Card
2463,1522,2022-04-05,570,Credit Card
2464,1920,2023-07-08,555,Debit Card
2465,1208,2024-03-08,374,Net Banking
2466,1482,2024-04-21,473,UPI
2467,1698,2023-09-30,579,Credit Card
2468,1722,2024-08-08,377,Debit Card
2469,547,2023-04-17,670,Debit Card
2470,902,2023-11-01,541,Credit Card
2471,1845,2023-10-02,556,Credit Card
2472,621,2024-06-24,386,Debit Card
2473,1932,2023-11-27,592,Credit Card
2474,148,2023-12-27,689,Net Banking
2475,1296,2024-04-23,438,Net Banking
2476,228,2023-11-19,581,UPI
2477,1909,2023-04-03,596,UPI
2478,2881,2022-09-23,335,Net Banking
2479,1724,2023-05-24,459,UPI
2480,830,2023-08-31,567,Credit Card
2481,2231,2023-07-08,618,Credit Card
2482,1854,2024-02-06,406,Net Banking
2483,2107,2022-03-09,479,Credit Card
2484,1313,2023-05-21,607,Credit Card
2485,2285,2023-08-18,453,UPI
2486,2089,2023-09-16,689,Net Banking
2487,687,2023-02-19,580,Debit Card
2488,2071,2022-09-27,580,Net Banking
2489,1684,2022-07-30,567,Credit Card
2490,638,2024-09-09,307,Net Banking
2491,1633,2022-03-23,376,Debit Card
2492,2432,2023-02-13,647,Credit Card
2493,739,2022-04-28,622,Credit Card
2494,2589,2024-05-20,469,Credit Card
2495,2242,2024-06-18,578,Credit Card
2496,634,2024-08-08,589,Net Banking
2497,2686,2024-03-13,689,Credit Card
2498,2093,2024-02-25,367,Credit Card
2499,2658,2024-04-27,549,Credit Card
2500,1646,2023-02-02,665,Credit Card
2501,486,2022-02-18,531,Debit Card
2502,899,2023-05-08,698,Debit Card
2503,2415,2023-07-23,372,Net Banking
2504,2267,2023-09-14,417,Debit Card
2505,1126,2024-07-16,660,Net Banking
2506,2709,2022-11-08,610,Net Banking
2507,190,2022-09-06,664,UPI
2508,182,2023-03-07,550,UPI
2509,1886,2023-06-08,613,Net Banking
2510,2125,2024-03-12,672,Debit Card
2511,783,2022-12-13,480,Net Banking
2512,55,2024-03-30,548,Net Banking
2513,968,2024-01-28,350,Debit Card
2514,2696,2024-07-09,410,Credit Card
2515,1323,2022-12-04,473,Credit Card
2516,2791,2024-05-14,692,UPI
2517,1803,2023-11-24,315,UPI
2518,521,2023-10-22,346,Net Banking
2519,2531,2023-09-10,644,Debit Card
2520,2116,2022-10-08,662,UPI
2521,1079,2022-02-15,458,UPI
2522,2086,2023-07-05,406,Credit Card
2523,313,2022-11-15,331,UPI
2524,1980,2024-08-31,325,Credit Card
2525,625,2024-08-16,415,UPI
2526,202,2022-07-23,504,Net Banking
2527,467,2022-11-29,620,Net Banking
2528,2187,2023-09-09,337,Credit Card
2529,2388,2023-10-17,523,Net Banking
2530,2531,2023-04-03,574,Credit Card
2531,583,2022-08-26,626,UPI
2532,2571,2022-10-01,481,Net Banking
2533,2099,2022-10-26,433,Net Banking
2534,1938,2023-08-12,449,Credit Card
2535,950,2024-04-19,694,Net Banking
2536,2973,2024-05-26,517,UPI
2537,89,2022-03-09,520,Debit Card
2538,552,2023-09-20,462,Net Banking
2539,896,2024-02-16,554,Debit Card
2540,488,2022-12-30,597,Net Banking
2541,1500,2023-04-09,660,Debit Card
2542,2464,2024-07-20,659,Debit Card
2543,2714,2023-03-26,418,Credit Card
2544,2086,2023-02-07,585,Debit Card
2545,2911,2022-02-08,368,Credit Card
2546,1358,2023-07-27,487,UPI
2547,2632,2022-06-17,415,Debit Card
2548,718,2022-11-04,345,Net Banking
2549,1528,2022-03-12,580,UPI
2550,2568,2024-01-27,429,Debit Card
2551,2389,2023-03-20,498,Credit Card
2552,1912,2024-07-21,405,UPI
2553,1195,2024-03-24,495,Net Banking
2554,2905,2022-09-18,498,Debit Card
2555,2979,2022-05-06,475,UPI
2556,2232,2022-10-18,631,Credit Card
2557,2569,2023-05-14,436,Credit Card
2558,1740,2022-03-07,525,Credit Card
2559,1380,2022-01-14,381,Debit Card
2560,316,2023-06-10,639,Credit Card
2561,1657,2023-08-02,581,Credit Card
2562,2645,2024-05-04,445,Credit Card
2563,934,2024-03-17,689,UPI
2564,1121,2023-11-15,544,Net Banking
2565,2864,2024-06-29,328,UPI
2566,2304,2022-07-28,654,Net Banking
2567,1843,2022-10-22,312,Debit Card
2568,2423,2024-04-09,667,Debit Card
2569,2196,2023-02-19,446,Debit Card
2570,825,2024-02-29,313,Debit Card
2571,1740,2024-09-11,623,UPI
2572,122,2023-08-12,670,Net Banking
2573,2897,2024-04-18,394,Credit Card
2574,2285,2024-07-01,395,Net Banking
2575,1545,2023-04-09,534,Credit Card
2576,2457,2024-02-04,492,Net Banking
2577,1696,2023-03-22,338,Credit Card
2578,572,2022-11-17,681,Net Banking
2579,986,2022-10-12,388,Credit Card
2580,551,2024-03-23,364,Debit Card
2581,2786,2023-12-17,411,UPI
2582,2514,2023-08-26,577,Credit Card
2583,297,2024-07-10,405,Net Banking
2584,1735,2023-07-22,412,Net Banking
2585,2000,2023-01-02,615,Credit Card
2586,385,2023-05-01,530,Credit Card
2587,1342,2022-06-03,624,UPI
2588,1131,2024-04-13,505,Credit Card
2589,1124,2022-10-28,312,Debit Card
2590,866,2022-09-09,696,UPI
2591,257,2023-04-14,454,Net Banking
2592,1477,2023-03-21,456,Debit Card
2593,1544,2024-04-13,325,Credit Card
2594,2252,2023-01-28,425,Net Banking
2595,526,2023-01-24,410,Credit Card
2596,2325,2023-08-22,699,UPI
2597,2634,2023-01-26,612,UPI
2598,1459,2023-08-20,687,Debit Card
2599,2619,2022-07-07,547,Net Banking
2600,1539,2024-05-21,433,Credit Card
2601,1224,2023-09-15,322,Credit Card
2602,887,2024-08-07,579,UPI
2603,11,2024-09-23,390,UPI
2604,1407,2022-03-07,672,Debit Card
2605,1111,2024-03-09,446,UPI
2606,2251,2023-02-13,545,Debit Card
2607,740,2023-07-01,573,Debit Card
2608,2346,2022-01-01,452,Net Banking
2609,988,2024-09-06,418,Credit Card
2610,1036,2024-08-05,483,UPI
2611,1549,2024-01-19,677,Credit Card
2612,1532,2023-12-05,545,UPI
2613,2377,2024-04-29,400,Debit Card
2614,1465,2022-04-06,357,UPI
2615,2854,2024-03-11,600,Net Banking
2616,2155,2023-06-14,537,UPI
2617,876,2022-03-07,367,Credit Card
2618,1186,2022-01-15,597,UPI
2619,1170,2022-09-07,524,Net Banking
2620,2665,2023-03-22,516,Credit Card
2621,2105,2022-07-18,325,UPI
2622,2057,2022-02-22,329,Credit Card
2623,2962,2023-12-15,573,Net Banking
2624,997,2022-03-29,458,Debit Card
2625,2386,2022-03-28,465,Credit Card
2626,266,2022-09-14,416,Net Banking
2627,1972,2023-07-02,510,Debit Card
2628,2586,2022-04-17,306,Net Banking
2629,2247,2022-03-21,579,Net Banking
2630,399,2022-02-16,613,Net Banking
2631,2585,2023-06-22,462,Net Banking
2632,1234,2022-05-12,468,Net Banking
2633,217,2023-02-21,627,Credit Card
2634,585,2024-06-03,518,Debit Card
2635,1002,2024-08-04,668,Credit Card
2636,1525,2024-08-22,433,Debit Card
2637,2895,2024-01-31,399,Credit Card
2638,1656,2022-02-04,326,Debit Card
2639,800,2022-02-25,393,Net Banking
2640,1374,2024-09-27,630,UPI
2641,2849,2022-01-20,644,UPI
2642,566,2022-06-22,446,Credit Card
2643,393,2022-10-24,377,Credit Card
2644,1654,2023-02-23,544,Credit Card
2645,423,2022-11-19,337,UPI
2646,1310,2024-01-27,600,Debit Card
2647,79,2022-04-08,504,Net Banking
2648,1024,2022-07-30,677,Debit Card
2649,528,2022-05-19,368,UPI
2650,154,2022-02-02,462,Debit Card
2651,2405,2022-05-14,393,Debit Card
2652,194,2023-01-17,492,Debit Card
2653,2683,2022-01-29,347,Credit Card
2654,310,2022-04-27,687,Debit Card
2655,1049,2023-07-02,456,Debit Card
2656,916,2023-08-13,350,Debit Card
2657,934,2023-10-20,388,UPI
2658,744,2023-06-14,492,Credit Card
2659,880,2022-06-12,423,UPI
2660,1375,2024-05-02,509,UPI
2661,1366,2022-05-10,409,UPI
2662,761,2023-05-28,503,UPI
2663,1221,2023-09-17,525,Net Banking
2664,21,2022-06-27,434,Net Banking
2665,1759,2022-07-17,436,Debit Card
2666,224,2024-01-18,597,UPI
2667,1014,2023-03-24,683,Net Banking
2668,2608,2023-11-18,541,Debit Card
2669,1134,2023-11-09,592,UPI
2670,727,2023-09-29,540,Debit Card
2671,1460,2023-02-19,695,Credit Card
2672,1371,2023-12-06,389,Net Banking
2673,1656,2023-01-15,469,Credit Card
2674,1096,2023-05-15,690,Net Banking
2675,646,2023-01-14,425,Credit Card
2676,2538,2024-07-27,512,Net Banking
2677,1230,2022-04-18,435,Net Banking
2678,1514,2022-08-13,426,Net Banking
2679,2383,2023-12-16,488,Debit Card
2680,1182,2024-06-18,525,UPI
2681,1614,2023-03-21,667,UPI
2682,2732,2022-08-27,472,Debit Card
2683,2299,2023-08-18,656,Net Banking
2684,522,2024-02-20,623,UPI
2685,1024,2022-06-07,447,Debit Card
2686,2897,2024-02-13,497,Net Banking
2687,2427,2022-06-04,451,Credit Card
2688,1388,2023-05-02,340,Debit Card
2689,2626,2023-04-14,629,Net Banking
2690,805,2024-02-02,619,Debit Card
2691,1328,2022-10-05,407,UPI
2692,1683,2023-07-16,467,Net Banking
2693,1010,2023-11-16,594,Credit Card
2694,1692,2024-03-14,350,Net Banking
2695,2994,2023-07-06,374,UPI
2696,2317,2023-04-27,601,Debit Card
2697,2523,2023-09-16,684,Credit Card
2698,1701,2022-04-09,480,Debit Card
2699,2760,2024-08-27,555,Credit Card
2700,416,2023-02-08,699,Debit Card
2701,2846,2023-04-18,344,Credit Card
2702,1003,2022-01-24,553,Debit Card
2703,1942,2022-05-14,493,Credit Card
2704,1932,2023-12-09,384,Credit Card
2705,391,2022-10-08,573,Net Banking
2706,1975,2024-09-08,582,Credit Card
2707,2278,2024-07-06,370,Net Banking
2708,2998,2022-10-09,592,Debit Card
2709,483,2022-05-15,361,UPI
2710,1632,2024-03-13,399,UPI
2711,1811,2023-02-11,393,UPI
2712,2632,2022-10-12,372,Debit Card
2713,1592,2024-05-12,658,UPI
2714,1411,2024-02-08,506,Debit Card
2715,784,2023-09-05,354,Net Banking
2716,569,2024-02-06,598,UPI
2717,47,2022-08-09,501,UPI
2718,2072,2024-05-16,639,Credit Card
2719,2736,2022-04-23,391,Net Banking
2720,2878,2024-07-21,495,UPI
2721,2324,2023-04-17,344,Net Banking
2722,1850,2023-11-20,312,Net Banking
2723,2794,2024-06-29,580,Debit Card
2724,895,2022-12-03,411,Credit Card
2725,135,2022-04-18,498,Credit Card
2726,696,2022-12-25,694,Credit Card
2727,466,2023-02-15,696,Debit Card
2728,2326,2023-09-09,438,Credit Card
2729,334,2022-07-19,414,Debit Card
2730,1115,2024-09-22,438,Debit Card
